Personality Traits,Tourism Category,Travel Motivation,Travelling Concerns,Location,Place ID,,
Openness,"Party, Music & Nightlife",Novelty & Excitement,Previsibility & Safety,Changkat Bukit Bintang,El9DaGFuZ2thdCBCdWtpdCBCaW50YW5nLCBCdWtpdCBCaW50YW5nLCBLdWFsYSBMdW1wdXIsIFdpbGF5YWggUGVyc2VrdXR1YW4gS3VhbGEgTHVtcHVyLCBNYWxheXNpYSIuKiwKFAoSCR1WFSMqNswxEcvst5werx8rEhQKEgnZLQcDKjbMMRGD3gnLW7ufvw,,
Openness,"Sun, Water & Sand",Novelty & Excitement,Previsibility & Safety,"Pelangi Beach Resort & Spa, Langkawi",ChIJ9crYOQqISzARz-_OkgQOIAw,,
Openness,Theme & Animal Parks,Novelty & Excitement,Previsibility & Safety,Melaka Bird Park,ChIJpcEjdAHl0TER9N4HoLXln8k,,
Openness,Sports & Games,Novelty & Excitement,Previsibility & Safety,Blastacars Malaysia (Kuala Lumpur),ChIJt1Rb7OzKzTERIA3Of4KEouQ,,
Openness,Gastronomy Events,Novelty & Excitement,Previsibility & Safety,Benns Ethicoa Bean To Bar Chocolate Factory,ChIJAa3N0LnLzTERDdGWiPqOgGE,,
Openness,Health & Well-being,Novelty & Excitement,Previsibility & Safety,Joya Onsen Cafe オンセンカフェ 徐屋,ChIJdcksy8IP2jERSAKTW47KSsc,,
Openness,"Party, Music & Nightlife",Bond & Relax,Previsibility & Safety,Sands at Tanjung Rhu Resort,ChIJu7JN85p8TDAROgZwAnekI9U,,
Openness,"Sun, Water & Sand",Bond & Relax,Previsibility & Safety,Sutera Harbour Resort,ChIJUSNti8FpOzIR8xbhXgCmI1I,,
Openness,Theme & Animal Parks,Bond & Relax,Previsibility & Safety,Giant Panda Conservation Centre,ChIJLVFYg7Y5zDERkapEy29y8j4,,
Openness,Sports & Games,Bond & Relax,Previsibility & Safety,CycleDios Taman Botani Putrajaya,ChIJxxTROUO3zTERXez7QJDyRSA,,
Openness,Gastronomy Events,Bond & Relax,Previsibility & Safety,Boh Tea Centre Habu,ChIJn-kWV15WyjERov6EoyrU9M4,,
Openness,Health & Well-being,Bond & Relax,Previsibility & Safety,The Culvert Hotel Resort Kuching,ChIJOfo4hDGm-zERLzR086AthoY,,
Openness,"Party, Music & Nightlife",Nature enjoyment,Previsibility & Safety,Jungle Bar,ChIJiY8SGYhXyjERqAfAEqsjv1k,,
Openness,"Sun, Water & Sand",Nature enjoyment,Previsibility & Safety,Pantai Cenang,ChIJG4L3oguISzARA2GH9QhW8MM,,
Openness,Theme & Animal Parks,Nature enjoyment,Previsibility & Safety,"Deerland Park, Lanchang",ChIJhdYiTZeozjERs3wn-VAJ9EE,,
Openness,Sports & Games,Nature enjoyment,Previsibility & Safety,Bukit Kiara Downhill Mountain Bike Trail,ChIJU_D9DSBJzDERrdI64CR697M,,
Openness,Gastronomy Events,Nature enjoyment,Previsibility & Safety,Bro Honey Bee & Kelulut Farm,ChIJTYs7x-TPzTERZuvV2cm5f4A,,
Openness,Health & Well-being,Nature enjoyment,Previsibility & Safety,Enderong Resort Malaysia,ChIJFTWd-us9zDERBiJX7zbDTFk,,
Openness,"Party, Music & Nightlife",Self-development & Reliance,Cultural & Learning Experiences,"Cheong Fatt Tze, The Blue Mansion",ChIJJZ1Pb5rDSjAR0FgEYqphTw0,,
Openness,"Sun, Water & Sand",Self-development & Reliance,Cultural & Learning Experiences,Teluk Cempedak,ChIJtVjKDUWlyDER0yFIBi4ewPM,,
Openness,Theme & Animal Parks,Self-development & Reliance,Cultural & Learning Experiences,Rainforest Discovery Centre (RDC),ChIJSyY5-L7YODIR3307z3IbGoM,,
Openness,Sports & Games,Self-development & Reliance,Cultural & Learning Experiences,PointBreakCherating SurfSchool,ChIJ0_s8xVeFyDERLKffJra-G7I,,
Openness,Gastronomy Events,Self-development & Reliance,Cultural & Learning Experiences,BA&NYA Heritage,ChIJReyZqI_x0TERW-Mtu-BZCxQ,,
Openness,Health & Well-being,Self-development & Reliance,Cultural & Learning Experiences,Kerala Ayurvedic Lifestyle,ChIJN1oFf5NJzDERLXBUBMPfvjA,,
Openness,"Party, Music & Nightlife",Connectedness & Recognition,Cultural & Learning Experiences,Concubine KL,ChIJjS6_d4ZJzDERCPGCTmi4_Ro,,
Openness,"Sun, Water & Sand",Connectedness & Recognition,Cultural & Learning Experiences,Pantai Tanjung Leman,ChIJLaVTleHD2jERfAaKLfTjBcA,,
Openness,Theme & Animal Parks,Connectedness & Recognition,Cultural & Learning Experiences,Bukit Gambang Resort City,ChIJlxvcnE_MyDERA7V60ptKK30,,
Openness,Sports & Games,Connectedness & Recognition,Cultural & Learning Experiences,WINDLAB Indoor Skydiving,ChIJq6qqUytJzDERSVJunEhC3jc,,
Openness,Gastronomy Events,Connectedness & Recognition,Cultural & Learning Experiences,Hin Bus Depot Artwork Sunday Popup Market,ChIJO4PHlB3DSjAR9GCd4s_v_4k,,
Openness,Health & Well-being,Connectedness & Recognition,Cultural & Learning Experiences,Kolam Air Panas Bentong,ChIJWy3nmeEZzDERd0P-Rh0Lnc0,,
Openness,"Party, Music & Nightlife",Novelty & Excitement,Cultural & Learning Experiences,Live Fact,ChIJTeBUu0VPzDERbgu4Gd8e96Y,,
Openness,"Sun, Water & Sand",Novelty & Excitement,Cultural & Learning Experiences,Pantai Batu Luang,ChIJJQXgrQNJIzIRt1MtbBqvpUw,,
Openness,Theme & Animal Parks,Novelty & Excitement,Cultural & Learning Experiences,The Habitat Penang Hill,ChIJcVQ4gnvCSjARG4IcsNb4dCk,,
Openness,Sports & Games,Novelty & Excitement,Cultural & Learning Experiences,X Park Sunway Serene (Indoor Go Kart Track),ChIJYb3ibtNNzDERqStJlY_zul8,,
Openness,Gastronomy Events,Novelty & Excitement,Cultural & Learning Experiences,Sarawak-style Cooking Class by Indah,ChIJV6eJnO6n-zERbGWOQ5gXGGw,,
Openness,Health & Well-being,Novelty & Excitement,Cultural & Learning Experiences,Ambong Rainforest Retreat,ChIJw2QcEDKGSzARsGlZBACJmws,,
Openness,"Party, Music & Nightlife",Bond & Relax,Cultural & Learning Experiences,Alto Sky Lounge,ChIJCzCHCOHx0TERJnJGun6iaSI,,
Openness,"Sun, Water & Sand",Bond & Relax,Cultural & Learning Experiences,Pantai Cahaya Bulan,ChIJGxhuCBaytjERQdTJ-obVwf8,,
Openness,Theme & Animal Parks,Bond & Relax,Cultural & Learning Experiences,Melaka Butterfly & Reptile Sanctuary (Taman Rama-rama dan Reptilia Melaka),ChIJu6t6KUXk0TERAvI--tUUSQU,,
Openness,Sports & Games,Bond & Relax,Cultural & Learning Experiences,Madmonkeyz Climbing Gym,ChIJDSGl4js4zDERlHp0w0mnU48,,
Openness,Gastronomy Events,Bond & Relax,Cultural & Learning Experiences,OpenHouse,ChIJN9bbs4I3zDER8FK6zNi9Ueo,,
Openness,Health & Well-being,Bond & Relax,Cultural & Learning Experiences,Duyong Marina & Resort,ChIJz4mvJ4G-tzERbI2FU3zV2GU,,
Openness,"Party, Music & Nightlife",Nature enjoyment,Cultural & Learning Experiences,ROOFDECK AT LAKE CITY,ChIJbbaMjLZHzDERdHSBeQSsjLk,,
Openness,"Sun, Water & Sand",Nature enjoyment,Cultural & Learning Experiences,"Tanjung Rhu, Bako National Park",ChIJqY-K3BlT-jEReZH14Iregys,,
Openness,Theme & Animal Parks,Nature enjoyment,Cultural & Learning Experiences,Taiping Lake Gardens,ChIJoWZRRfiuyjERbfWNdXK5PuI,,
Openness,Sports & Games,Nature enjoyment,Cultural & Learning Experiences,Klebang Beach,ChIJ7UpjsOTw0TERssBjbKPDIrM,,
Openness,Gastronomy Events,Nature enjoyment,Cultural & Learning Experiences,Desa Dairy Farm,ChIJTZP0gaeZOzIRcyIpnvxt_50,,
Openness,Health & Well-being,Nature enjoyment,Cultural & Learning Experiences,Fig Tree Hill Resort,ChIJix0plhrASjAR_yl33U09gAc,,
Openness,"Party, Music & Nightlife",Self-development & Reliance,Uniqueness & Exoticness,ChillOut Cafe & Bar,ChIJBfVDGrRpOzIREbVppiuQJCk,,
Openness,"Sun, Water & Sand",Self-development & Reliance,Uniqueness & Exoticness,ALANGS RAWA RESORT,ChIJH72w3xM3xTERlEuJ2D1reZ0,,
Openness,Theme & Animal Parks,Self-development & Reliance,Uniqueness & Exoticness,Labuk Bay Proboscis Monkey Sanctuary - Platform A,ChIJV9lQ75AjOTIRMxnX7kPFSxc,,
Openness,Sports & Games,Self-development & Reliance,Uniqueness & Exoticness,Waterski Wakeboard Wakesurf Putrajaya,ChIJT0w6oXO3zTERaicTer0mLlU,,
Openness,Gastronomy Events,Self-development & Reliance,Uniqueness & Exoticness,Superfruits Valley,ChIJdT8YBR6_TDARL0Pwzw-GefI,,
Openness,Health & Well-being,Self-development & Reliance,Uniqueness & Exoticness,Mahkota Executive SPA,ChIJ6zVw2-Hx0TERTN_f-6zmu4s,,
Openness,"Party, Music & Nightlife",Connectedness & Recognition,Uniqueness & Exoticness,Suzie Wong - Dinner and Show,ChIJkxdTEyw2zDERNUtzSIepFck,,
Openness,"Sun, Water & Sand",Connectedness & Recognition,Uniqueness & Exoticness,Mataking Reef Resort @ MATAKING ISLAND,ChIJizjpmWEbQDIRwF2C7V0I9oc,,
Openness,Theme & Animal Parks,Connectedness & Recognition,Uniqueness & Exoticness,"FARM FRESH @ UPM (Industry Centre of Excellence, ICoE)",ChIJdaXgpN7LzTERnA6vFvS1Av8,,
Openness,Sports & Games,Connectedness & Recognition,Uniqueness & Exoticness,Jump Street Asia (Kuala Lumpur),ChIJZTE6wl5JzDER4AC0z-Aiw00,,
Openness,Gastronomy Events,Connectedness & Recognition,Uniqueness & Exoticness,Food Tour Penang,ChIJxUBRPpTDSjARj5oISJ75gr4,,
Openness,Health & Well-being,Connectedness & Recognition,Uniqueness & Exoticness,Holistic Arogya Sdn Bhd - Ayurvedic Treatment Centre,ChIJL1ZVKW1IzDERQ9scLk-gJyI,,
Openness,"Party, Music & Nightlife",Novelty & Excitement,Uniqueness & Exoticness,Cielo Rooftop - Dining and Lounge,ChIJR0k-htVJzDER8WHNjpPAUFw,,
Openness,"Sun, Water & Sand",Novelty & Excitement,Uniqueness & Exoticness,Mantanani Islands,ChIJnz8Lm4OLOjIRe0d3jca3Mhk,,
Openness,Theme & Animal Parks,Novelty & Excitement,Uniqueness & Exoticness,Semenggoh Wildlife Centre,ChIJYS7oo2R1-zERbLMHEKPgYGo,,
Openness,Sports & Games,Novelty & Excitement,Uniqueness & Exoticness,Escape Petaling Jaya,ChIJz8OVQ_RNzDERnO4PkRIYiSg,,
Openness,Gastronomy Events,Novelty & Excitement,Uniqueness & Exoticness,OLDTOWN White Coffee @ Heritage Centre (Earthcare Cafe),ChIJeWxYSQDtyjER-0HBVhYkVlY,,
Openness,Health & Well-being,Novelty & Excitement,Uniqueness & Exoticness,Pusat Rekreasi Air Panas Ulu Legong,ChIJYf3bAh7DtDERNuHF0Ed5MRQ,,
Openness,"Party, Music & Nightlife",Bond & Relax,Uniqueness & Exoticness,7 Sky Bar & Lounge,ChIJIcg_fiDtyjERa78y986VLUw,,
Openness,"Sun, Water & Sand",Bond & Relax,Uniqueness & Exoticness,Gem Island Resort and Spa,ChIJ8ylZVl7rtzERkVfWWUnNS_s,,
Openness,Theme & Animal Parks,Bond & Relax,Uniqueness & Exoticness,Langkawi Nature Park,ChIJ4wggdHx-TDARSzMnMMqQq68,,
Openness,Sports & Games,Bond & Relax,Uniqueness & Exoticness,Air Kuning Dam,ChIJP0gXHxtSzDERyRXTL9q2MDY,,
Openness,Gastronomy Events,Bond & Relax,Uniqueness & Exoticness,Durian Jungle,ChIJoWC55TQHzDERep9_0_6y59M,,
Openness,Health & Well-being,Bond & Relax,Uniqueness & Exoticness,Thann Sanctuary Spa Gaysorn,ChIJBQ86B9Ce4jARyRrwNPQU5nk,,
Openness,"Party, Music & Nightlife",Nature enjoyment,Uniqueness & Exoticness,Tamarind Springs,ChIJKSawWCk2zDER-npYWs3JQvg,,
Openness,"Sun, Water & Sand",Nature enjoyment,Uniqueness & Exoticness,Tusan Cliff Sarawak,ChIJ8XwJmbojHzIRARyeTXaFay4,,
Openness,Theme & Animal Parks,Nature enjoyment,Uniqueness & Exoticness,Ladang Tenusu Desa Cattle,ChIJObrK0L2ZOzIRn1HyX8NJ6-Y,,
Openness,Sports & Games,Nature enjoyment,Uniqueness & Exoticness,SKYTREX Adventure Sg Congkak,ChIJGy41J9I7zDERwtdfWl53_Gg,,
Openness,Gastronomy Events,Nature enjoyment,Uniqueness & Exoticness,Sarang Cookery,ChIJDQFNx9dJzDERKIbtae-Hc_4,,
Openness,Health & Well-being,Nature enjoyment,Uniqueness & Exoticness,Serai Bamboo Hot Spring Cafe,ChIJVSKDznQ0zDERvCl0AVKWcvY,,
,,,,,,,
